District,Rural/Urban,Total Number of households,Total Number of Livable,Total Number of Dilapidated,Latrine_premise,Households,Households_Rural,Households_Urban,Households_Rural_Livable,Households_Urban_Livable,Households_Rural_Dilapidated,Households_Urban_Dilapidated,Households_Rural_Latrine,Households_Urban_Latrine,Households_Rural_Toilet_Premise,Households_Urban_Toilet_Premise
Bhandara,Rural,100,43.6,8.1,55.8,356418.0,283843.0,72575.0,0.436,0.0,0.081,0.0,0.5579999999999999,0.0,158384.39399999997,40496.85
Bhandara,Total,100,40.1,7.2,61.2,356418.0,283843.0,72575.0,0.0,0.0,0.0,0.0,0.0,0.0,173711.916,44415.9
Bhandara,Urban,100,25.0,3.4,84.3,356418.0,283843.0,72575.0,0.0,0.25,0.0,0.034,0.0,0.843,239279.649,61180.725
Gondiya,Rural,100,40.3,5.2,47.5,386515.0,319702.0,66813.0,0.40299999999999997,0.0,0.052000000000000005,0.0,0.47500000000000003,0.0,151858.44999999998,31736.175
Gondiya,Total,100,38.1,4.9,52.4,386515.0,319702.0,66813.0,0.0,0.0,0.0,0.0,0.0,0.0,167523.848,35010.012
Gondiya,Urban,100,27.0,3.3,77.3,386515.0,319702.0,66813.0,0.0,0.27,0.0,0.033,0.0,0.773,247129.646,51646.449
Gadchiroli,Rural,100,42.6,8.7,22.2,330840.0,293586.0,37254.0,0.42600000000000005,0.0,0.087,0.0,0.222,0.0,65176.092000000004,8270.388
Gadchiroli,Total,100,40.9,8.1,27.0,330840.0,293586.0,37254.0,0.0,0.0,0.0,0.0,0.0,0.0,79268.22,10058.58
Gadchiroli,Urban,100,27.0,4.0,65.9,330840.0,293586.0,37254.0,0.0,0.27,0.0,0.04,0.0,0.659,193473.174,24550.386000000002
Chandrapur,Rural,100,41.3,11.2,29.1,684655.0,451324.0,233331.0,0.413,0.0,0.11199999999999999,0.0,0.29100000000000004,0.0,131335.284,67899.32100000001
Chandrapur,Total,100,35.9,8.6,43.3,684655.0,451324.0,233331.0,0.0,0.0,0.0,0.0,0.0,0.0,195423.292,101032.323
Chandrapur,Urban,100,25.2,3.4,71.7,684655.0,451324.0,233331.0,0.0,0.252,0.0,0.034,0.0,0.7170000000000001,323599.308,167298.32700000002
Yavatmal,Rural,100,46.9,8.1,21.8,798132.0,629243.0,168889.0,0.469,0.0,0.081,0.0,0.218,0.0,137174.974,36817.802
Yavatmal,Total,100,43.4,7.3,31.0,798132.0,629243.0,168889.0,0.0,0.0,0.0,0.0,0.0,0.0,195065.33,52355.59
Yavatmal,Urban,100,29.3,3.9,68.2,798132.0,629243.0,168889.0,0.0,0.29300000000000004,0.0,0.039,0.0,0.682,429143.726,115182.29800000001
Nanded,Rural,100,51.2,7.8,19.2,821682.0,591119.0,230563.0,0.512,0.0,0.078,0.0,0.192,0.0,113494.848,44268.096
Nanded,Total,100,47.0,6.8,33.1,821682.0,591119.0,230563.0,0.0,0.0,0.0,0.0,0.0,0.0,195660.389,76316.353
Nanded,Urban,100,35.0,4.0,73.2,821682.0,591119.0,230563.0,0.0,0.35000000000000003,0.0,0.04,0.0,0.7320000000000001,432699.108,168772.116
Hingoli,Rural,100,46.7,6.0,26.9,284369.0,242456.0,41913.0,0.467,0.0,0.06,0.0,0.269,0.0,65220.66399999999,11274.596999999998
Hingoli,Total,100,45.6,5.6,32.4,284369.0,242456.0,41913.0,0.0,0.0,0.0,0.0,0.0,0.0,78555.744,13579.812
Hingoli,Urban,100,38.7,3.1,65.7,284369.0,242456.0,41913.0,0.0,0.387,0.0,0.031000000000000003,0.0,0.657,159293.592,27536.841
Parbhani,Rural,100,47.3,8.3,13.3,427239.0,293480.0,133759.0,0.473,0.0,0.083,0.0,0.133,0.0,39032.840000000004,17789.947
Parbhani,Total,100,44.0,7.2,28.8,427239.0,293480.0,133759.0,0.0,0.0,0.0,0.0,0.0,0.0,84522.24,38522.592000000004
Parbhani,Urban,100,35.8,4.4,66.9,427239.0,293480.0,133759.0,0.0,0.358,0.0,0.044000000000000004,0.0,0.669,196338.12000000002,89484.77100000001
Jalna,Rural,100,41.0,6.9,29.2,502830.0,404746.0,98084.0,0.41000000000000003,0.0,0.069,0.0,0.292,0.0,118185.832,28640.528
Jalna,Total,100,40.2,6.2,36.5,502830.0,404746.0,98084.0,0.0,0.0,0.0,0.0,0.0,0.0,147732.29,35800.659999999996
Jalna,Urban,100,36.5,3.1,70.2,502830.0,404746.0,98084.0,0.0,0.365,0.0,0.031000000000000003,0.0,0.7020000000000001,284131.69200000004,68854.96800000001
Aurangabad,Rural,100,39.7,8.0,19.8,477297.0,428291.0,49006.0,0.397,0.0,0.08,0.0,0.198,0.0,84801.618,9703.188
Aurangabad,Rural,100,39.7,8.0,19.8,979132.0,551789.0,427343.0,0.397,0.0,0.08,0.0,0.198,0.0,109254.22200000001,84613.914
Aurangabad,Total,100,32.3,5.2,48.9,477297.0,428291.0,49006.0,0.0,0.0,0.0,0.0,0.0,0.0,209434.299,23963.934
Aurangabad,Total,100,32.3,5.2,48.9,979132.0,551789.0,427343.0,0.0,0.0,0.0,0.0,0.0,0.0,269824.821,208970.72699999998
Aurangabad,Urban,100,22.6,1.4,87.4,477297.0,428291.0,49006.0,0.0,0.226,0.0,0.013999999999999999,0.0,0.8740000000000001,374326.33400000003,42831.244000000006
Aurangabad,Urban,100,22.6,1.4,87.4,979132.0,551789.0,427343.0,0.0,0.226,0.0,0.013999999999999999,0.0,0.8740000000000001,482263.58600000007,373497.78200000006
Nashik,Rural,100,34.5,5.6,29.3,1668932.0,904661.0,764271.0,0.34500000000000003,0.0,0.055999999999999994,0.0,0.29300000000000004,0.0,265065.673,223931.403
Nashik,Total,100,30.0,4.2,46.8,1668932.0,904661.0,764271.0,0.0,0.0,0.0,0.0,0.0,0.0,423381.348,357678.828
Nashik,Urban,100,24.3,2.5,69.1,1668932.0,904661.0,764271.0,0.0,0.24300000000000002,0.0,0.025,0.0,0.691,625120.7509999999,528111.2609999999
Thane,Rural,100,36.8,5.8,39.7,3618151.0,713994.0,2904157.0,0.368,0.0,0.057999999999999996,0.0,0.397,0.0,283455.618,1152950.3290000001
Thane,Total,100,25.0,2.1,67.0,3618151.0,713994.0,2904157.0,0.0,0.0,0.0,0.0,0.0,0.0,478375.98000000004,1945785.1900000002
Thane,Urban,100,21.7,1.1,74.5,3618151.0,713994.0,2904157.0,0.0,0.217,0.0,0.011000000000000001,0.0,0.745,531925.53,2163596.965
Mumbai Suburban,Total,100,27.1,1.4,54.7,3078829.0,0.0,3078829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684119.4630000002
Mumbai Suburban,Urban,100,27.1,1.4,54.7,3078829.0,0.0,3078829.0,0.0,0.271,0.0,0.013999999999999999,0.0,0.547,0.0,1684119.4630000002
Mumbai,Total,100,26.2,1.5,67.0,1107321.0,0.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115718.88663920923
Mumbai,Urban,100,26.2,1.5,67.0,1107321.0,0.0,172714.75617792422,0.0,0.262,0.0,0.015,0.0,0.67,0.0,115718.88663920923
Raigarh,Rural,100,28.3,3.6,50.9,420916.0,342068.83946488297,66638.0,0.28300000000000003,0.0,0.036000000000000004,0.0,0.509,0.0,174113.03928762543,33918.742
Raigarh,Rural,100,28.3,3.6,50.9,959028.0,581868.0,377160.0,0.28300000000000003,0.0,0.036000000000000004,0.0,0.509,0.0,296170.812,191974.44
Raigarh,Total,100,24.4,2.6,62.0,420916.0,342068.83946488297,66638.0,0.0,0.0,0.0,0.0,0.0,0.0,212082.68046822745,41315.56
Raigarh,Total,100,24.4,2.6,62.0,959028.0,581868.0,377160.0,0.0,0.0,0.0,0.0,0.0,0.0,360758.16,233839.2
Raigarh,Urban,100,17.7,1.1,81.0,420916.0,342068.83946488297,66638.0,0.0,0.177,0.0,0.011000000000000001,0.0,0.81,277075.7599665552,53976.780000000006
Raigarh,Urban,100,17.7,1.1,81.0,959028.0,581868.0,377160.0,0.0,0.177,0.0,0.011000000000000001,0.0,0.81,471313.08,305499.60000000003
Pune,Rural,100,23.9,4.9,61.8,3222457.0,1165718.0,2056739.0,0.239,0.0,0.049,0.0,0.618,0.0,720413.724,1271064.702
Pune,Total,100,22.0,2.6,73.8,3222457.0,1165718.0,2056739.0,0.0,0.0,0.0,0.0,0.0,0.0,860299.884,1517873.382
Pune,Urban,100,20.9,1.3,80.5,3222457.0,1165718.0,2056739.0,0.0,0.209,0.0,0.013000000000000001,0.0,0.805,938402.9900000001,1655674.895
Ahmadnagar,Rural,100,30.6,7.4,39.1,1323404.0,1041393.0,282011.0,0.306,0.0,0.07400000000000001,0.0,0.391,0.0,407184.663,110266.301
Ahmadnagar,Total,100,29.1,6.4,46.1,1323404.0,1041393.0,282011.0,0.0,0.0,0.0,0.0,0.0,0.0,480082.173,130007.07100000001
Ahmadnagar,Urban,100,23.1,2.5,73.6,1323404.0,1041393.0,282011.0,0.0,0.231,0.0,0.025,0.0,0.736,766465.248,207560.096
Bid,Rural,100,41.0,8.0,15.4,698571.0,563114.0,135457.0,0.41000000000000003,0.0,0.08,0.0,0.154,0.0,86719.556,20860.378
Bid,Total,100,39.2,7.1,25.1,698571.0,563114.0,135457.0,0.0,0.0,0.0,0.0,0.0,0.0,141341.614,33999.707
Bid,Urban,100,30.8,2.9,69.1,698571.0,563114.0,135457.0,0.0,0.308,0.0,0.028999999999999998,0.0,0.691,389111.774,93600.787
Latur,Rural,100,40.1,5.7,24.8,585632.0,428616.0,157016.0,0.401,0.0,0.057,0.0,0.24800000000000003,0.0,106296.768,38939.968
Latur,Total,100,37.8,4.9,37.6,585632.0,428616.0,157016.0,0.0,0.0,0.0,0.0,0.0,0.0,161159.616,59038.016
Latur,Urban,100,30.6,2.6,77.9,585632.0,428616.0,157016.0,0.0,0.306,0.0,0.026000000000000002,0.0,0.779,333891.864,122315.464
Osmanabad,Rural,100,38.2,6.2,22.2,444990.0,367158.0,77832.0,0.38200000000000006,0.0,0.062000000000000006,0.0,0.222,0.0,81509.076,17278.704
Osmanabad,Total,100,37.2,5.6,27.7,444990.0,367158.0,77832.0,0.0,0.0,0.0,0.0,0.0,0.0,101702.76599999999,21559.463999999996
Osmanabad,Urban,100,31.6,2.8,57.8,444990.0,367158.0,77832.0,0.0,0.316,0.0,0.027999999999999997,0.0,0.578,212217.324,44986.89599999999
Solapur,Rural,100,29.6,7.8,32.1,1156231.0,779929.0,376302.0,0.29600000000000004,0.0,0.078,0.0,0.321,0.0,250357.209,120792.94200000001
Solapur,Total,100,30.0,5.9,41.3,1156231.0,779929.0,376302.0,0.0,0.0,0.0,0.0,0.0,0.0,322110.67699999997,155412.726
Solapur,Urban,100,30.8,1.9,60.9,1156231.0,779929.0,376302.0,0.0,0.308,0.0,0.019,0.0,0.609,474976.761,229167.918
Satara,Rural,100,27.8,5.3,70.1,975471.0,774522.0,200949.0,0.278,0.0,0.053,0.0,0.701,0.0,542939.922,140865.24899999998
Satara,Total,100,26.4,4.8,71.1,975471.0,774522.0,200949.0,0.0,0.0,0.0,0.0,0.0,0.0,550685.142,142874.739
Satara,Urban,100,20.7,2.7,75.4,975471.0,774522.0,200949.0,0.0,0.207,0.0,0.027000000000000003,0.0,0.7540000000000001,583989.588,151515.546
Ratnagiri,Rural,100,28.7,4.1,67.2,639362.0,538538.0,100824.0,0.287,0.0,0.040999999999999995,0.0,0.672,0.0,361897.536,67753.728
Ratnagiri,Total,100,26.9,3.8,69.4,639362.0,538538.0,100824.0,0.0,0.0,0.0,0.0,0.0,0.0,373745.37200000003,69971.856
Ratnagiri,Urban,100,16.6,1.9,82.0,639362.0,538538.0,100824.0,0.0,0.166,0.0,0.019,0.0,0.8200000000000001,441601.16,82675.68
Sindhudurg,Rural,100,27.6,4.6,74.4,340836.0,295847.0,44989.0,0.276,0.0,0.046,0.0,0.7440000000000001,0.0,220110.16800000003,33471.816000000006
Sindhudurg,Total,100,27.2,4.4,75.9,340836.0,295847.0,44989.0,0.0,0.0,0.0,0.0,0.0,0.0,224547.873,34146.651
Sindhudurg,Urban,100,23.8,3.0,86.8,340836.0,295847.0,44989.0,0.0,0.23800000000000002,0.0,0.03,0.0,0.868,256795.196,39050.452
Kolhapur,Rural,100,24.3,2.0,74.4,1179314.0,342068.83946488297,382818.0,0.24300000000000002,0.0,0.02,0.0,0.7440000000000001,0.0,254499.21656187298,284816.59200000006
Kolhapur,Total,100,23.6,1.7,74.5,1179314.0,342068.83946488297,382818.0,0.0,0.0,0.0,0.0,0.0,0.0,254841.2854013378,285199.41
Kolhapur,Urban,100,22.2,1.2,74.7,1179314.0,342068.83946488297,382818.0,0.0,0.222,0.0,0.012,0.0,0.747,255525.4230802676,285965.046
Sangli,Rural,100,27.4,5.1,60.5,853673.0,626872.0,226801.00000000003,0.27399999999999997,0.0,0.051,0.0,0.605,0.0,379257.56,137214.605
Sangli,Total,100,26.9,4.4,64.9,853673.0,626872.0,226801.00000000003,0.0,0.0,0.0,0.0,0.0,0.0,406839.928,147193.84900000002
Sangli,Urban,100,25.3,2.4,77.6,853673.0,626872.0,226801.00000000003,0.0,0.253,0.0,0.024,0.0,0.7759999999999999,486452.67199999996,175997.576
Adilabad,Rural,100,35.7,6.5,13.8,817714.0,342068.83946488297,220248.0,0.35700000000000004,0.0,0.065,0.0,0.138,0.0,47205.499846153856,30394.224000000002
Adilabad,Total,100,32.4,5.5,29.3,817714.0,342068.83946488297,220248.0,0.0,0.0,0.0,0.0,0.0,0.0,100226.1699632107,64532.664
Adilabad,Urban,100,23.5,2.8,70.7,817714.0,342068.83946488297,220248.0,0.0,0.23500000000000001,0.0,0.027999999999999997,0.0,0.7070000000000001,241842.6695016723,155715.336
Nizamabad,Rural,100,31.8,4.3,29.4,720298.0,565165.0,155133.0,0.318,0.0,0.043,0.0,0.294,0.0,166158.50999999998,45609.102
Nizamabad,Total,100,30.4,3.8,41.6,720298.0,565165.0,155133.0,0.0,0.0,0.0,0.0,0.0,0.0,235108.64,64535.32800000001
Nizamabad,Urban,100,25.4,2.2,85.5,720298.0,565165.0,155133.0,0.0,0.254,0.0,0.022000000000000002,0.0,0.855,483216.075,132638.715
Karimnagar,Rural,100,32.4,5.1,34.2,1165280.0,877236.0,288044.0,0.324,0.0,0.051,0.0,0.342,0.0,300014.712,98511.04800000001
Karimnagar,Total,100,29.7,4.3,46.2,1165280.0,877236.0,288044.0,0.0,0.0,0.0,0.0,0.0,0.0,405283.032,133076.328
Karimnagar,Urban,100,21.0,1.8,84.4,1165280.0,877236.0,288044.0,0.0,0.21,0.0,0.018000000000000002,0.0,0.8440000000000001,740387.1840000001,243109.13600000003
Medak,Rural,100,34.6,4.4,31.8,789132.0,593653.0,195479.0,0.34600000000000003,0.0,0.044000000000000004,0.0,0.318,0.0,188781.654,62162.322
Medak,Total,100,31.0,3.7,44.1,789132.0,593653.0,195479.0,0.0,0.0,0.0,0.0,0.0,0.0,261800.973,86206.239
Medak,Urban,100,19.4,1.2,84.6,789132.0,593653.0,195479.0,0.0,0.19399999999999998,0.0,0.012,0.0,0.846,502230.43799999997,165375.234
Hyderabad,Total,100,19.1,0.9,98.5,1066289.0,0.0,1066289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050294.665
Hyderabad,Urban,100,19.1,0.9,98.5,1066289.0,0.0,1066289.0,0.0,0.19100000000000003,0.0,0.009000000000000001,0.0,0.985,0.0,1050294.665
Rangareddy,Rural,100,25.5,2.2,43.5,1561322.0,432097.99999999994,1129224.0,0.255,0.0,0.022000000000000002,0.0,0.435,0.0,187962.62999999998,491212.44
Rangareddy,Total,100,18.8,1.1,81.4,1561322.0,432097.99999999994,1129224.0,0.0,0.0,0.0,0.0,0.0,0.0,351727.772,919188.336
Rangareddy,Urban,100,16.2,0.7,96.0,1561322.0,432097.99999999994,1129224.0,0.0,0.162,0.0,0.006999999999999999,0.0,0.96,414814.0799999999,1084055.04
Mahbubnagar,Rural,100,30.8,6.2,17.9,1010015.0,848962.9999999999,161052.0,0.308,0.0,0.062000000000000006,0.0,0.179,0.0,151964.37699999998,28828.307999999997
Mahbubnagar,Total,100,29.2,5.6,26.4,1010015.0,848962.9999999999,161052.0,0.0,0.0,0.0,0.0,0.0,0.0,224126.232,42517.728
Mahbubnagar,Urban,100,19.0,1.7,78.1,1010015.0,848962.9999999999,161052.0,0.0,0.19,0.0,0.017,0.0,0.7809999999999999,663040.1029999999,125781.612
Nalgonda,Rural,100,34.2,5.9,31.9,1030937.0,833504.0000000001,197433.0,0.342,0.0,0.059000000000000004,0.0,0.319,0.0,265887.77600000007,62981.127
Nalgonda,Total,100,32.5,5.2,40.6,1030937.0,833504.0000000001,197433.0,0.0,0.0,0.0,0.0,0.0,0.0,338402.62400000007,80157.79800000001
Nalgonda,Urban,100,24.3,1.7,81.2,1030937.0,833504.0000000001,197433.0,0.0,0.24300000000000002,0.0,0.017,0.0,0.812,676805.2480000001,160315.59600000002
Warangal,Rural,100,38.8,8.5,29.7,1046987.0,758738.0,288249.0,0.38799999999999996,0.0,0.085,0.0,0.297,0.0,225345.186,85609.953
Warangal,Total,100,34.8,7.0,43.7,1046987.0,758738.0,288249.0,0.0,0.0,0.0,0.0,0.0,0.0,331568.50600000005,125964.81300000001
Warangal,Urban,100,23.7,2.9,82.4,1046987.0,758738.0,288249.0,0.0,0.237,0.0,0.028999999999999998,0.0,0.8240000000000001,625200.1120000001,237517.176
Khammam,Rural,100,33.9,5.2,37.4,870625.0,669262.0,201363.0,0.33899999999999997,0.0,0.052000000000000005,0.0,0.374,0.0,250303.988,75309.762
Khammam,Total,100,31.3,4.5,48.2,870625.0,669262.0,201363.0,0.0,0.0,0.0,0.0,0.0,0.0,322584.28400000004,97056.96600000001
Khammam,Urban,100,22.6,2.2,85.4,870625.0,669262.0,201363.0,0.0,0.226,0.0,0.022000000000000002,0.0,0.8540000000000001,571549.748,171964.002
Srikakulam,Rural,100,32.1,3.5,12.8,902436.0,752752.0,149684.0,0.321,0.0,0.035,0.0,0.128,0.0,96352.25600000001,19159.552
Srikakulam,Total,100,30.4,3.2,21.2,902436.0,752752.0,149684.0,0.0,0.0,0.0,0.0,0.0,0.0,159583.424,31733.007999999998
Srikakulam,Urban,100,21.4,1.7,65.9,902436.0,752752.0,149684.0,0.0,0.214,0.0,0.017,0.0,0.659,496063.568,98641.75600000001
Vizianagaram,Rural,100,30.9,3.3,10.7,749514.0,592458.0,157056.0,0.309,0.0,0.033,0.0,0.107,0.0,63393.006,16804.992
Vizianagaram,Total,100,28.7,3.0,22.0,749514.0,592458.0,157056.0,0.0,0.0,0.0,0.0,0.0,0.0,130340.76,34552.32
Vizianagaram,Urban,100,20.0,1.9,66.4,749514.0,592458.0,157056.0,0.0,0.2,0.0,0.019,0.0,0.664,393392.112,104285.18400000001
Visakhapatnam,Rural,100,29.7,3.2,21.4,1379340.0,718847.0,660493.0,0.297,0.0,0.032,0.0,0.214,0.0,153833.258,141345.502
Visakhapatnam,Total,100,23.6,2.2,51.3,1379340.0,718847.0,660493.0,0.0,0.0,0.0,0.0,0.0,0.0,368768.511,338832.909
Visakhapatnam,Urban,100,17.0,1.1,83.5,1379340.0,718847.0,660493.0,0.0,0.17,0.0,0.011000000000000001,0.0,0.835,600237.245,551511.655
East Godavari,Rural,100,30.4,3.9,47.0,1605841.0,1199479.0,406362.0,0.304,0.0,0.039,0.0,0.47000000000000003,0.0,563755.13,190990.13999999998
East Godavari,Total,100,28.1,3.3,56.9,1605841.0,1199479.0,406362.0,0.0,0.0,0.0,0.0,0.0,0.0,682503.551,231219.97799999997
East Godavari,Urban,100,20.9,1.7,87.3,1605841.0,1199479.0,406362.0,0.0,0.209,0.0,0.017,0.0,0.873,1047145.167,354754.026
West Godavari,Rural,100,30.0,4.8,58.9,1255628.0,1007254.9999999999,248373.0,0.3,0.0,0.048,0.0,0.589,0.0,593273.195,146291.697
West Godavari,Total,100,28.3,4.3,64.6,1255628.0,1007254.9999999999,248373.0,0.0,0.0,0.0,0.0,0.0,0.0,650686.7299999999,160448.95799999998
West Godavari,Urban,100,21.1,2.2,88.7,1255628.0,1007254.9999999999,248373.0,0.0,0.21100000000000002,0.0,0.022000000000000002,0.0,0.887,893435.1849999999,220306.851
Krishna,Rural,100,30.8,4.4,56.2,1476334.0,909292.0,567042.0,0.308,0.0,0.044000000000000004,0.0,0.562,0.0,511022.10400000005,318677.60400000005
Krishna,Total,100,26.7,3.4,70.4,1476334.0,909292.0,567042.0,0.0,0.0,0.0,0.0,0.0,0.0,640141.5680000001,399197.568
Krishna,Urban,100,20.1,1.7,93.0,1476334.0,909292.0,567042.0,0.0,0.201,0.0,0.017,0.0,0.93,845641.56,527349.06
Guntur,Rural,100,31.0,4.2,46.5,1582990.0,1069877.0,513113.0,0.31,0.0,0.042,0.0,0.465,0.0,497492.80500000005,238597.545
Guntur,Total,100,28.1,3.5,59.2,1582990.0,1069877.0,513113.0,0.0,0.0,0.0,0.0,0.0,0.0,633367.1840000001,303762.89600000007
Guntur,Urban,100,21.9,1.9,86.3,1582990.0,1069877.0,513113.0,0.0,0.219,0.0,0.019,0.0,0.863,923303.851,442816.519
Prakasam,Rural,100,29.8,4.2,28.0,1087575.0,873486.0,172714.75617792422,0.298,0.0,0.042,0.0,0.28,0.0,244576.08000000002,48360.131729818786
Prakasam,Total,100,28.2,3.7,37.5,1087575.0,873486.0,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,327557.25,64768.033566721584
Prakasam,Urban,100,21.2,2.0,77.4,1087575.0,873486.0,172714.75617792422,0.0,0.212,0.0,0.02,0.0,0.774,676078.164,133681.22128171334
Sri Potti Sriramulu Nellore,Rural,100,27.9,4.3,25.5,953513.0,689137.0,264376.0,0.27899999999999997,0.0,0.043,0.0,0.255,0.0,175729.935,67415.88
Sri Potti Sriramulu Nellore,Total,100,24.9,3.7,39.6,953513.0,689137.0,264376.0,0.0,0.0,0.0,0.0,0.0,0.0,272898.25200000004,104692.89600000001
Sri Potti Sriramulu Nellore,Urban,100,16.6,1.9,78.8,953513.0,689137.0,264376.0,0.0,0.166,0.0,0.019,0.0,0.788,543039.9559999999,208328.28799999997
Y.S.R.,Rural,100,21.9,2.6,28.4,884093.0,590589.0,293504.0,0.219,0.0,0.026000000000000002,0.0,0.284,0.0,167727.27599999998,83355.136
Y.S.R.,Total,100,20.8,2.1,44.8,884093.0,590589.0,293504.0,0.0,0.0,0.0,0.0,0.0,0.0,264583.872,131489.792
Y.S.R.,Urban,100,18.6,1.1,79.1,884093.0,590589.0,293504.0,0.0,0.18600000000000003,0.0,0.011000000000000001,0.0,0.7909999999999999,467155.899,232161.664
Kurnool,Rural,100,27.0,3.3,27.6,1090835.0,783853.0,306982.0,0.27,0.0,0.033,0.0,0.276,0.0,216343.428,84727.032
Kurnool,Total,100,25.3,2.8,40.3,1090835.0,783853.0,306982.0,0.0,0.0,0.0,0.0,0.0,0.0,315892.75899999996,123713.74599999998
Kurnool,Urban,100,21.0,1.4,72.7,1090835.0,783853.0,306982.0,0.0,0.21,0.0,0.013999999999999999,0.0,0.7270000000000001,569861.1309999999,223175.914
Anantapur,Rural,100,21.7,2.9,22.0,1244428.0,902996.9999999999,172714.75617792422,0.217,0.0,0.028999999999999998,0.0,0.22,0.0,198659.33999999997,37997.246359143326
Anantapur,Total,100,21.5,2.5,36.8,1244428.0,902996.9999999999,172714.75617792422,0.0,0.0,0.0,0.0,0.0,0.0,332302.89599999995,63559.03027347611
Anantapur,Urban,100,20.9,1.3,76.2,1244428.0,902996.9999999999,172714.75617792422,0.0,0.209,0.0,0.013000000000000001,0.0,0.762,688083.7139999999,131608.64420757827
Chittoor,Rural,100,22.4,3.7,19.6,,342068.83946488297,395900.0,0.22399999999999998,0.0,0.037000000000000005,0.0,0.196,0.0,67045.49253511707,77596.40000000001
Chittoor,Total,100,20.2,3.0,37.4,,342068.83946488297,395900.0,0.0,0.0,0.0,0.0,0.0,0.0,127933.74595986622,148066.6
Chittoor,Urban,100,14.7,1.2,81.5,,342068.83946488297,395900.0,0.0,0.147,0.0,0.012,0.0,0.8150000000000001,278786.1041638796,322658.5
Belgaum,Rural,100,38.5,4.7,18.5,1318975.0,962777.0,356198.0,0.385,0.0,0.047,0.0,0.185,0.0,178113.745,65896.63
Belgaum,Total,100,35.1,3.9,32.8,1318975.0,962777.0,356198.0,0.0,0.0,0.0,0.0,0.0,0.0,315790.85599999997,116832.94399999999
Belgaum,Urban,100,25.5,1.9,72.4,1318975.0,962777.0,356198.0,0.0,0.255,0.0,0.019,0.0,0.7240000000000001,697050.5480000001,257887.35200000004
Bagalkot,Rural,100,42.9,5.2,7.2,490657.0,324799.0,165858.0,0.429,0.0,0.052000000000000005,0.0,0.07200000000000001,0.0,23385.528000000002,11941.776000000002
Bagalkot,Total,100,39.6,4.7,18.8,490657.0,324799.0,165858.0,0.0,0.0,0.0,0.0,0.0,0.0,61062.212,31181.304
Bagalkot,Urban,100,32.9,3.7,42.5,490657.0,324799.0,165858.0,0.0,0.329,0.0,0.037000000000000005,0.0,0.425,138039.57499999998,70489.65
Bijapur,Rural,100,41.7,6.8,5.0,58391.0,50449.0,7942.0,0.41700000000000004,0.0,0.068,0.0,0.05,0.0,2522.4500000000003,397.1
Bijapur,Rural,100,41.7,6.8,5.0,527490.0,396449.0,131041.00000000001,0.41700000000000004,0.0,0.068,0.0,0.05,0.0,19822.45,6552.050000000001
Bijapur,Total,100,38.3,5.9,18.1,58391.0,50449.0,7942.0,0.0,0.0,0.0,0.0,0.0,0.0,9131.269,1437.5020000000002
Bijapur,Total,100,38.3,5.9,18.1,527490.0,396449.0,131041.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,71757.26900000001,23718.421000000006
Bijapur,Urban,100,27.7,2.9,59.5,58391.0,50449.0,7942.0,0.0,0.277,0.0,0.028999999999999998,0.0,0.595,30017.155,4725.49
Bijapur,Urban,100,27.7,2.9,59.5,527490.0,396449.0,131041.00000000001,0.0,0.277,0.0,0.028999999999999998,0.0,0.595,235887.155,77969.395
Bidar,Rural,100,56.7,5.0,8.8,389403.0,287134.0,102269.0,0.5670000000000001,0.0,0.05,0.0,0.08800000000000001,0.0,25267.792,8999.672
Bidar,Total,100,50.2,4.5,23.2,389403.0,287134.0,102269.0,0.0,0.0,0.0,0.0,0.0,0.0,66615.08799999999,23726.408
Bidar,Urban,100,30.0,3.0,68.1,389403.0,287134.0,102269.0,0.0,0.3,0.0,0.03,0.0,0.6809999999999999,195538.254,69645.189
Raichur,Rural,100,43.2,7.1,10.0,455848.0,330446.0,125402.0,0.43200000000000005,0.0,0.071,0.0,0.1,0.0,33044.6,12540.2
Raichur,Total,100,39.9,6.2,20.7,455848.0,330446.0,125402.0,0.0,0.0,0.0,0.0,0.0,0.0,68402.322,25958.214
Raichur,Urban,100,30.9,3.6,50.4,455848.0,330446.0,125402.0,0.0,0.309,0.0,0.036000000000000004,0.0,0.504,166544.784,63202.608
Koppal,Rural,100,39.4,5.2,12.0,337649.0,272968.0,64680.99999999999,0.394,0.0,0.052000000000000005,0.0,0.12,0.0,32756.16,7761.719999999998
Koppal,Total,100,37.2,4.9,18.5,337649.0,272968.0,64680.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,50499.08,11965.984999999999
Koppal,Urban,100,26.7,3.7,48.4,337649.0,272968.0,64680.99999999999,0.0,0.267,0.0,0.037000000000000005,0.0,0.484,132116.512,31305.603999999996
Gadag,Rural,100,41.8,5.1,9.2,291972.0,180066.0,111906.0,0.418,0.0,0.051,0.0,0.092,0.0,16566.072,10295.351999999999
Gadag,Total,100,39.6,4.5,21.2,291972.0,180066.0,111906.0,0.0,0.0,0.0,0.0,0.0,0.0,38173.992,23724.072
